date,day_of_week,school_visitors,public_visitors,total_visitors,extra,is_weekend,is_holiday,nazvy_svatek,is_spring_break,is_autumn_break,is_winter_break,is_easter_break,is_halfyear_break,is_summer_holiday,is_any_school_break,school_break_type,days_to_next_break,days_from_last_break,is_week_before_break,is_week_after_break,season_exact,week_position,is_month_end,school_week_number,is_bridge_day,long_weekend_length,precipitation_probability,temperature_max,temperature_min,temperature_mean,precipitation,rain,snowfall,precipitation_hours,weather_code,wind_speed,wind_gusts_max,is_rainy,is_snowy,is_windy,is_nice_weather,google_trend,Mateřská_škola,Střední_škola,Základní_škola,is_event
2017-12-26,úterý,0.0,261.0,261.0,,0,1,2. svátek vánoční,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,last_week,0.0,17.0,0.0,4.0,,6.4,-3.1,0.7,0.0,0.0,0.0,0.0,3,20.5,39.6,0,0,0,0,48,18704.0,22059.0,50550.0,0
2017-12-27,středa,0.0,780.0,780.0,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,last_week,0.0,17.0,0.0,0.0,,3.8,-1.9,0.1,0.0,0.0,0.0,0.0,3,10.9,18.0,0,0,0,0,48,18704.0,22059.0,50550.0,0
2017-12-28,čtvrtek,22.0,949.0,971.0,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,last_week,0.0,17.0,0.0,0.0,,2.0,-2.0,0.1,6.3,2.7,2.52,16.0,73,13.9,26.6,1,1,0,0,48,18704.0,22059.0,50550.0,0
2017-12-29,pátek,3.0,826.0,829.0,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,last_week,1.0,18.0,0.0,0.0,,1.1,-3.7,-1.0,0.0,0.0,0.0,0.0,3,23.0,44.6,0,0,0,0,48,18704.0,22059.0,50550.0,0
2017-12-30,sobota,0.0,1029.0,1029.0,,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,last_week,1.0,18.0,0.0,3.0,,7.8,-2.7,2.2,3.7,2.3,1.05,11.0,73,19.6,37.8,1,1,0,0,48,18704.0,22059.0,50550.0,0
2017-12-31,neděle,0.0,201.0,201.0,,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,last_week,1.0,18.0,0.0,3.0,,10.6,3.4,7.9,3.2,3.2,0.0,8.0,55,25.0,49.0,1,0,0,0,48,18704.0,22059.0,50550.0,0
2018-01-01,pondělí,0.0,0.0,0.0,,0,1,Nový rok / Den obnovy samostatného českého státu,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,first_week,0.0,18.0,0.0,3.0,,7.7,1.2,5.0,0.0,0.0,0.0,0.0,3,25.3,56.5,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-02,úterý,0.0,357.0,357.0,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,vanocni,0.0,0.0,1.0,1.0,winter,first_week,0.0,18.0,0.0,0.0,,5.2,2.3,3.8,0.8,0.8,0.0,6.0,51,25.7,49.3,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-03,středa,0.0,97.0,97.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,1.0,0.0,1.0,winter,first_week,0.0,18.0,0.0,0.0,,6.8,1.8,4.4,8.3,7.8,0.35,14.0,73,36.6,72.0,1,0,1,0,45,18704.0,22059.0,50550.0,0
2018-01-04,čtvrtek,0.0,81.0,81.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.0,2.0,0.0,1.0,winter,first_week,0.0,18.0,0.0,0.0,,7.6,4.1,5.0,8.2,8.2,0.0,13.0,61,27.1,54.0,1,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-05,pátek,0.0,120.0,120.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28.0,3.0,0.0,1.0,winter,first_week,0.0,19.0,0.0,0.0,,8.7,3.8,7.1,5.7,5.7,0.0,10.0,61,22.2,44.6,1,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-06,sobota,0.0,759.0,759.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,4.0,0.0,1.0,winter,first_week,0.0,19.0,0.0,2.0,,9.4,2.7,6.3,0.3,0.3,0.0,2.0,51,9.7,18.0,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-07,neděle,0.0,575.0,575.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,5.0,0.0,1.0,winter,first_week,0.0,19.0,0.0,2.0,,5.6,3.8,4.5,0.2,0.2,0.0,2.0,51,19.5,37.4,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-08,pondělí,77.0,50.0,127.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,6.0,0.0,1.0,winter,second_week,0.0,19.0,0.0,0.0,,5.1,2.5,3.3,0.2,0.2,0.0,2.0,51,18.4,35.3,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-09,úterý,142.0,42.0,184.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,7.0,0.0,1.0,winter,second_week,0.0,19.0,0.0,0.0,,9.8,3.5,6.7,0.7,0.7,0.0,5.0,51,23.6,49.0,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-10,středa,102.0,63.0,165.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,8.0,0.0,0.0,winter,second_week,0.0,19.0,0.0,0.0,,5.6,1.1,3.3,0.0,0.0,0.0,0.0,3,6.1,13.3,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-11,čtvrtek,115.0,25.0,140.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,9.0,0.0,0.0,winter,second_week,0.0,19.0,0.0,0.0,,3.8,0.8,2.3,0.0,0.0,0.0,0.0,3,7.6,15.5,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-12,pátek,0.0,71.0,71.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,10.0,0.0,0.0,winter,second_week,0.0,20.0,0.0,0.0,,4.7,-0.6,2.2,0.0,0.0,0.0,0.0,3,8.1,17.3,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-13,sobota,4.0,897.0,901.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,11.0,0.0,0.0,winter,second_week,0.0,20.0,0.0,2.0,,3.0,-1.1,1.0,0.0,0.0,0.0,0.0,3,16.2,31.3,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-14,neděle,0.0,547.0,547.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,12.0,0.0,0.0,winter,second_week,0.0,20.0,0.0,2.0,,2.0,-1.0,0.3,0.0,0.0,0.0,0.0,3,19.1,38.2,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-15,pondělí,50.0,34.0,84.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,13.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,0.0,,2.4,-3.7,-0.2,0.1,0.0,0.07,1.0,71,16.7,31.0,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-16,úterý,124.0,46.0,170.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,14.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,0.0,,5.2,-0.3,2.4,5.1,4.5,0.42,12.0,73,28.1,64.4,1,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-17,středa,76.0,61.0,137.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,15.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,0.0,,2.2,-0.9,0.8,3.8,0.5,2.31,16.0,73,27.4,60.1,1,1,0,0,45,18704.0,22059.0,50550.0,0
2018-01-18,čtvrtek,66.0,56.0,122.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,16.0,0.0,0.0,winter,third_week,0.0,20.0,0.0,0.0,,7.1,-0.2,2.7,2.8,1.9,0.63,11.0,73,40.5,96.8,1,0,1,0,45,18704.0,22059.0,50550.0,0
2018-01-19,pátek,75.0,78.0,153.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,17.0,0.0,0.0,winter,third_week,0.0,21.0,0.0,0.0,,3.4,-1.5,1.1,3.6,0.8,1.96,11.0,73,21.1,50.8,1,1,0,0,45,18704.0,22059.0,50550.0,0
2018-01-20,sobota,18.0,854.0,872.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,18.0,0.0,0.0,winter,third_week,0.0,21.0,0.0,2.0,,3.3,-2.5,0.4,2.0,0.1,1.33,6.0,73,18.2,37.4,1,1,0,0,45,18704.0,22059.0,50550.0,0
2018-01-21,neděle,0.0,298.0,298.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,19.0,0.0,0.0,winter,third_week,0.0,21.0,0.0,2.0,,1.6,-6.6,-1.2,5.1,0.1,3.5,15.0,73,10.8,24.5,1,1,0,0,45,18704.0,22059.0,50550.0,0
2018-01-22,pondělí,27.0,36.0,63.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,20.0,0.0,0.0,winter,last_week,0.0,21.0,0.0,0.0,,0.3,-6.9,-2.5,1.1,0.1,0.7,10.0,71,9.2,18.4,1,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-23,úterý,218.0,56.0,274.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,21.0,0.0,0.0,winter,last_week,0.0,21.0,0.0,0.0,,4.5,0.5,2.3,0.5,0.5,0.0,5.0,51,16.3,31.0,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-24,středa,207.0,59.0,266.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,22.0,0.0,0.0,winter,last_week,0.0,21.0,0.0,0.0,,7.8,0.9,4.5,0.5,0.5,0.0,3.0,51,16.4,31.0,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-25,čtvrtek,160.0,67.0,227.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,23.0,0.0,0.0,winter,last_week,0.0,21.0,0.0,0.0,,10.1,0.8,4.8,0.0,0.0,0.0,0.0,3,9.7,15.1,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-26,pátek,124.0,115.0,239.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,24.0,1.0,0.0,winter,last_week,0.0,22.0,0.0,0.0,,6.2,-2.3,2.0,0.0,0.0,0.0,0.0,3,9.5,18.4,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-27,sobota,0.0,819.0,819.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,25.0,1.0,0.0,winter,last_week,0.0,22.0,0.0,2.0,,4.6,-1.6,1.4,0.1,0.1,0.0,1.0,51,10.4,18.4,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-28,neděle,0.0,538.0,538.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,26.0,1.0,0.0,winter,last_week,0.0,22.0,0.0,2.0,,6.3,1.8,5.1,0.1,0.1,0.0,1.0,51,22.8,44.6,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-29,pondělí,79.0,79.0,158.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,27.0,1.0,0.0,winter,last_week,1.0,22.0,0.0,0.0,,8.1,5.8,7.0,0.1,0.1,0.0,1.0,51,29.8,60.8,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-30,úterý,86.0,89.0,175.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,28.0,1.0,0.0,winter,last_week,1.0,22.0,0.0,0.0,,7.9,-3.5,3.7,1.4,1.4,0.0,4.0,55,29.8,58.0,1,0,0,0,45,18704.0,22059.0,50550.0,0
2018-01-31,středa,108.0,137.0,245.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,29.0,1.0,0.0,winter,last_week,1.0,22.0,0.0,0.0,,8.9,-2.5,4.3,0.1,0.1,0.0,1.0,51,20.7,41.4,0,0,0,0,45,18704.0,22059.0,50550.0,0
2018-02-01,čtvrtek,367.0,125.0,492.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,30.0,1.0,0.0,winter,first_week,0.0,22.0,0.0,0.0,,6.2,0.5,3.8,2.8,2.8,0.0,17.0,51,19.2,37.4,1,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-02,pátek,0.0,744.0,744.0,,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,pololetni,0.0,0.0,1.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,3.8,-0.9,1.6,0.0,0.0,0.0,0.0,3,19.4,38.9,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-03,sobota,4.0,1051.0,1055.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,1.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,2.0,,4.3,-3.2,0.9,3.9,0.8,2.17,11.0,75,14.5,28.4,1,1,0,0,70,18704.0,22059.0,50550.0,0
2018-02-04,neděle,0.0,545.0,545.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,2.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,2.0,,3.7,-3.8,-0.8,0.2,0.0,0.14,2.0,71,11.0,20.2,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-05,pondělí,27.0,186.0,213.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,3.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,0.9,-3.5,-1.5,0.0,0.0,0.0,0.0,3,14.0,28.8,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-06,úterý,57.0,203.0,260.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,4.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,2.2,-4.3,-2.3,0.0,0.0,0.0,0.0,3,12.0,26.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-07,středa,85.0,275.0,360.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,5.0,0.0,1.0,winter,first_week,0.0,23.0,0.0,0.0,,1.8,-3.0,-0.9,1.6,0.0,1.19,7.0,73,14.5,29.2,1,1,0,0,70,18704.0,22059.0,50550.0,0
2018-02-08,čtvrtek,126.0,282.0,408.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,6.0,0.0,1.0,winter,second_week,0.0,23.0,0.0,0.0,,0.7,-3.5,-1.4,0.1,0.0,0.07,1.0,71,7.5,15.5,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-09,pátek,0.0,260.0,260.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,7.0,0.0,1.0,winter,second_week,0.0,24.0,0.0,0.0,,2.3,-4.1,-1.4,0.0,0.0,0.0,0.0,3,7.8,14.0,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-10,sobota,0.0,861.0,861.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,8.0,0.0,0.0,winter,second_week,0.0,24.0,0.0,2.0,,2.2,-2.0,-0.2,0.1,0.0,0.07,1.0,71,10.0,21.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-11,neděle,0.0,527.0,527.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,9.0,0.0,0.0,winter,second_week,0.0,24.0,0.0,2.0,,3.8,-1.1,1.3,0.1,0.1,0.0,1.0,51,20.9,42.1,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-12,pondělí,61.0,153.0,214.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,10.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,3.9,-3.8,0.5,0.6,0.3,0.21,5.0,71,16.6,34.9,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-13,úterý,120.0,364.0,484.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,11.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,2.0,-5.0,-2.4,0.0,0.0,0.0,0.0,3,7.6,18.4,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-14,středa,135.0,308.0,443.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,12.0,1.0,0.0,winter,second_week,0.0,24.0,0.0,0.0,,3.0,-6.2,-2.6,0.0,0.0,0.0,0.0,3,9.4,23.8,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-15,čtvrtek,104.0,303.0,407.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,13.0,1.0,0.0,winter,third_week,0.0,24.0,0.0,0.0,,3.5,-6.2,-1.4,0.4,0.0,0.28,3.0,71,14.1,31.3,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-16,pátek,11.0,285.0,296.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,14.0,1.0,0.0,winter,third_week,0.0,25.0,0.0,0.0,,6.9,-5.4,0.8,6.3,0.7,3.92,11.0,75,11.1,23.8,1,1,0,0,70,18704.0,22059.0,50550.0,0
2018-02-17,sobota,0.0,1169.0,1169.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,15.0,1.0,0.0,winter,third_week,0.0,25.0,0.0,2.0,,3.2,-5.4,-1.0,1.2,0.0,0.84,9.0,71,15.8,30.6,1,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-18,neděle,0.0,653.0,653.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,16.0,1.0,0.0,winter,third_week,0.0,25.0,0.0,2.0,,3.3,-4.2,-0.2,0.0,0.0,0.0,0.0,3,9.3,21.2,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-19,pondělí,35.0,384.0,419.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,3.3,-4.9,-1.2,0.0,0.0,0.0,0.0,3,9.3,22.0,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-20,úterý,54.0,492.0,546.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,2.6,-3.7,-0.9,0.2,0.0,0.14,2.0,71,10.4,21.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-21,středa,102.0,457.0,559.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,third_week,0.0,25.0,0.0,0.0,,2.5,-4.3,-1.6,0.0,0.0,0.0,0.0,3,17.4,35.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-22,čtvrtek,68.0,616.0,684.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,last_week,0.0,25.0,0.0,0.0,,1.2,-3.8,-2.1,0.0,0.0,0.0,0.0,3,21.9,43.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-23,pátek,41.0,497.0,538.0,,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,last_week,0.0,26.0,0.0,0.0,,0.5,-5.8,-3.2,0.0,0.0,0.0,0.0,3,21.1,43.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-24,sobota,0.0,1150.0,1150.0,,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,last_week,0.0,26.0,0.0,2.0,,-0.3,-7.2,-4.7,0.0,0.0,0.0,0.0,3,23.2,46.1,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-25,neděle,0.0,783.0,783.0,,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,jarni,0.0,0.0,1.0,1.0,winter,last_week,0.0,26.0,0.0,2.0,,-4.0,-9.3,-7.1,0.0,0.0,0.0,0.0,3,19.1,38.2,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-26,pondělí,29.0,107.0,136.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.0,1.0,0.0,1.0,winter,last_week,1.0,26.0,0.0,0.0,,-5.9,-10.8,-8.7,0.0,0.0,0.0,0.0,3,20.8,42.1,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-27,úterý,105.0,178.0,283.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.0,2.0,0.0,1.0,winter,last_week,1.0,26.0,0.0,0.0,,-7.0,-11.6,-9.4,0.0,0.0,0.0,0.0,3,18.0,35.6,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-02-28,středa,231.0,168.0,399.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,29.0,3.0,0.0,1.0,winter,last_week,1.0,26.0,0.0,0.0,,-5.6,-12.6,-9.2,0.0,0.0,0.0,0.0,3,16.6,36.4,0,0,0,0,70,18704.0,22059.0,50550.0,0
2018-03-01,čtvrtek,175.0,177.0,352.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28.0,4.0,0.0,1.0,spring,first_week,0.0,26.0,0.0,0.0,,-2.8,-12.1,-7.6,0.0,0.0,0.0,0.0,3,19.7,43.6,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-02,pátek,41.0,170.0,211.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27.0,5.0,0.0,1.0,spring,first_week,0.0,27.0,0.0,0.0,,-1.9,-8.1,-5.1,0.0,0.0,0.0,0.0,3,16.2,36.0,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-03,sobota,25.0,982.0,1007.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,6.0,0.0,1.0,spring,first_week,0.0,27.0,0.0,2.0,,2.0,-5.1,-2.5,0.4,0.0,0.28,4.0,71,17.0,33.1,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-04,neděle,55.0,661.0,716.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,25.0,7.0,0.0,1.0,spring,first_week,0.0,27.0,0.0,2.0,,4.8,-5.1,-1.6,0.2,0.0,0.14,2.0,71,10.9,18.4,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-05,pondělí,32.0,169.0,201.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24.0,8.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,6.0,-3.3,-0.1,0.3,0.1,0.14,2.0,71,10.1,22.7,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-06,úterý,86.0,205.0,291.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.0,9.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,2.9,-1.9,0.4,2.0,0.3,1.19,13.0,73,9.4,18.7,1,1,0,0,87,18704.0,22059.0,50550.0,0
2018-03-07,středa,99.0,263.0,362.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,10.0,0.0,0.0,spring,first_week,0.0,27.0,0.0,0.0,,9.6,0.1,3.4,0.9,0.2,0.49,5.0,73,23.9,46.1,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-08,čtvrtek,142.0,276.0,418.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,21.0,11.0,0.0,0.0,spring,second_week,0.0,27.0,0.0,0.0,,8.2,-0.2,3.7,0.0,0.0,0.0,0.0,3,27.2,52.6,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-09,pátek,86.0,344.0,430.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,12.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,5.7,0.5,3.3,2.0,2.0,0.0,12.0,51,19.4,41.8,1,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-10,sobota,0.0,1336.0,1336.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19.0,13.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,2.0,,14.7,2.5,7.0,1.8,1.8,0.0,9.0,53,16.5,33.5,1,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-11,neděle,0.0,459.0,459.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,14.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,2.0,,17.4,2.2,9.3,0.3,0.3,0.0,3.0,51,11.9,23.4,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-12,pondělí,89.0,522.0,611.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,15.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,10.6,4.8,7.3,8.3,8.3,0.0,14.0,61,23.0,46.8,1,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-13,úterý,114.0,487.0,601.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.0,16.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,10.9,5.1,7.4,0.8,0.8,0.0,5.0,51,26.3,52.6,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-14,středa,157.0,518.0,675.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,17.0,0.0,0.0,spring,second_week,0.0,28.0,0.0,0.0,,6.8,2.0,4.2,2.1,2.1,0.0,13.0,53,20.0,38.2,1,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-15,čtvrtek,204.0,507.0,711.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14.0,18.0,0.0,0.0,spring,third_week,0.0,28.0,0.0,0.0,,9.1,-0.3,4.5,0.0,0.0,0.0,0.0,3,21.1,43.9,0,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-16,pátek,35.0,667.0,702.0,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13.0,19.0,0.0,0.0,spring,third_week,0.0,29.0,0.0,0.0,,7.2,0.4,4.8,6.1,5.8,0.21,19.0,71,16.6,37.4,1,0,0,0,87,18704.0,22059.0,50550.0,0
2018-03-17,sobota,50.0,1547.0,1597.0,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,20.0,0.0,0.0,spring,third_week,0.0,29.0,0.0,2.0,,0.2,-5.2,-2.9,3.1,0.0,2.17,21.0,73,25.6,49.7,1,1,0,0,87,18704.0,22059.0,50550.0,0
